epsilon,time
0.9899690942329051,0.006021597703916276
0.9899381894316004,0.006118921236572427
0.9899072855960556,0.006544821732374927
0.9898763827262406,0.006552580826730443
0.9898454808221251,0.006585377909207261
0.989814579883679,0.007015601160229033
0.9897836799108722,0.007219656234970997
0.9897527809036747,0.00732229375261397
0.9897218828620558,0.007484660609857356
0.9896909857859857,0.00813452778424458
0.9896600896754342,0.008483418868221924
0.9896291945303709,0.008511573672722001
0.9895983003507659,0.00883310656737211
0.989567407136589,0.009127180634009042
0.9895365148878098,0.00962643240597083
0.9895056236043984,0.010168974396693429
0.9894747332863245,0.010990693844612962
0.989443843933558,0.01183321842926537
0.9894129555460686,0.012027712069513547
0.9893820681238263,0.012311563192017549
0.9893511816668008,0.012611182135670859
0.989320296174962,0.012988927219540137
0.9892894116482799,0.014172979698704541
0.989258528086724,0.016273083934746413
0.9892276454902643,0.01636236680520769
0.9891967638588708,0.01640238546844066
0.9891658831925131,0.016589355394096863
0.9891350034911612,0.016747567015797077
0.9891041247547848,0.01799712954764763
0.989073246983354,0.018664204955888185
0.9890423701768384,0.018703810464967725
0.9890114943352079,0.018929209330774542
0.9889806194584323,0.01964049429811699
0.9889497455464816,0.019703429969766487
0.9889188725993256,0.019773598240982793
0.9888880006169342,0.019800753502422663
0.9888571295992771,0.01992796758913912
0.9888262595463241,0.020226653998225163
0.9887953904580453,0.020267210175057483
0.9887645223344105,0.020277655288289297
0.9887336551753895,0.02047641901594335
0.988702788980952,0.02069743342607925
0.988671923751068,0.021004126018464204
0.9886410594857075,0.02145584988997356
0.9886101961848401,0.021613523117610625
0.9885793338484359,0.021801082747334694
0.9885484724764646,0.021816360050094796
0.9885176120688961,0.021885643337714797
0.9884867526257002,0.022193405938572212
0.9884558941468469,0.02296946462869248
0.988425036632306,0.023050866132988502
0.9883941800820474,0.02307902093748858
0.9883633244960408,0.023308264671821066
0.9883324698742564,0.023456865091622793
0.9883016162166637,0.023472260790430736
0.9882707635232327,0.024462572909297507
0.9882399117939333,0.02450712054259102
0.9882090610287355,0.024672526110463194
0.9881782112276091,0.025617528419621737
0.9881473623905238,0.02577056280926012
0.9881165145174496,0.02599339545786777
0.9880856676083565,0.02629301440152109
0.988054821663214,0.026670759485390348
0.9880239766819924,0.027068148913299728
0.9879931326646614,0.027543540902677927
0.9879622896111908,0.027846934189357856
0.9879314475215506,0.027966696115088042
0.9879006063957106,0.028192115736714263
0.9878697662336409,0.028980292594902153
0.9878389270353111,0.029577002608247232
0.9878080888006912,0.029926173654154925
0.9877772515297509,0.02995491620059662
0.9877464152224604,0.029968837330507703
0.9877155798787896,0.03010875367680537
0.987684745498708,0.03010891762912668
0.9876539120821858,0.03014835918588492
0.9876230796291928,0.03018316357425483
0.9875922481396989,0.030267075567002096
0.9875614176136741,0.030271187659947095
0.9875305880510881,0.03040700259955419
0.9874997594519108,0.030435157404054267
0.9874689318161123,0.03137251631005631
0.9874381051436623,0.03147346484870544
0.9874072794345308,0.03156760452505506
0.9873764546886875,0.031678961813497844
0.9873456309061027,0.03172220400920649
0.9873148080867459,0.031806468966379106
0.9872839862305872,0.03211649834101022
0.9872531653375964,0.03217158629643816
0.9872223454077437,0.032611041596624764
0.9871915264409984,0.032900398610890745
0.987160708437331,0.033029051954730874
0.9871298913967111,0.03305807183852781
0.9870990753191087,0.03312895242508337
0.9870682602044937,0.03318493660734164
0.9870374460528359,0.033322326563967206
0.9870066328641053,0.033330192058632
0.9869758206382718,0.033385262235616706
0.9869450093753054,0.0334825857682729
0.9869141990751759,0.033550573937625415
0.9868833897378532,0.033835198517968935
0.9868525813633072,0.033908486264075395
0.9868217739515078,0.033922996105017963
0.9867909675024252,0.03403144371447895
0.986760162016029,0.03405463688825875
0.9867293574922892,0.034158251281793575
0.9866985539311757,0.034258650802593806
0.9866677513326584,0.0344954148539057
0.9866369496967075,0.03456840046364062
0.9866061490232924,0.03462492493757634
0.9865753493123834,0.034685958284314436
0.9865445505639503,0.03469284100190219
0.9865137527779632,0.03491680951134792
0.9864829559543916,0.0354829150131849
0.986452160093206,0.03575925892835226
0.9864213651943757,0.03580557975092729
0.9863905712578712,0.03613076720494844
0.9863597782836622,0.036493104080014514
0.9863289862717185,0.03655898957657169
0.9862981952220101,0.036651296894542704
0.9862674051345071,0.03685423865189029
0.9862366160091792,0.03699009693767128
0.9862058278459965,0.03707212639818934
0.9861750406449289,0.03754596434304322
0.9861442544059462,0.03814440517514774
0.9861134691290184,0.03818895280844126
0.9860826848141155,0.03827440358694768
