Time_ms,CKA_Before,CKA_After
2.000000000000000000e+02,9.907010813288673612e-01,1.000000000000000000e+00
4.000000000000000000e+02,9.679647818988788011e-01,1.000000000000000000e+00
6.000000000000001137e+02,9.555817786830057559e-01,1.000000000000000000e+00
8.000000000000000000e+02,9.845043455831561374e-01,1.000000000000000000e+00
1.000000000000000000e+03,9.909252055379861313e-01,1.000000000000000000e+00
