Time_ms,CKA_Before,CKA_After
2.000000000000000000e+02,9.945770074443973652e-01,9.980279986623135091e-01
4.000000000000000000e+02,9.659367289061046025e-01,9.750811502536546049e-01
6.000000000000001137e+02,9.297245781168050893e-01,9.477873764572261051e-01
8.000000000000000000e+02,9.534234824644943762e-01,9.720159529291958478e-01
1.000000000000000000e+03,9.613730622036239515e-01,9.750534518955913388e-01
