Time_ms,CKA_Before,CKA_After
2.000000000000000000e+02,9.945536917552183498e-01,9.945536917552183498e-01
4.000000000000000000e+02,9.838438680458656549e-01,9.838438680458656549e-01
6.000000000000001137e+02,9.668408982494016701e-01,9.668408982494016701e-01
8.000000000000000000e+02,9.386495745148345504e-01,9.386495745148345504e-01
1.000000000000000000e+03,9.301372107076253393e-01,9.301372107076253393e-01
