epsilon,time
0.9899690942329051,0.002433763992881111
0.9899381894316004,0.0024557269118140454
0.9899072855960556,0.0026223877150756943
0.9898763827262406,0.0027055150098095884
0.9898454808221251,0.0027562598569881224
0.989814579883679,0.0028642164799969174
0.9897836799108722,0.003086282561888096
0.9897527809036747,0.0032441718516998228
0.9897218828620558,0.0034916593271562095
0.9896909857859857,0.0035448805556775294
0.9896600896754342,0.0038681292575352307
0.9896291945303709,0.004004204189362998
0.9895983003507659,0.004097074224649238
0.989567407136589,0.004119037143582171
0.9895365148878098,0.004693045678963247
0.9895056236043984,0.004975929064469041
0.9894747332863245,0.0050551612530202105
0.989443843933558,0.005170795602966051
0.9894129555460686,0.005256351013202049
0.9893820681238263,0.005743007818558137
0.9893511816668008,0.0060157241463519966
0.989320296174962,0.0062126818196940915
0.9892894116482799,0.006830051128706369
0.989258528086724,0.0069017837381487954
0.9892276454902643,0.0072023166833228725
0.9891967638588708,0.0073102733063316674
0.9891658831925131,0.007532339388222845
0.9891350034911612,0.00779565028653123
0.9891041247547848,0.007925053186363395
0.989073246983354,0.007971605602758156
0.9890423701768384,0.007993568521691091
0.9890114943352079,0.00808995828622627
0.9889806194584323,0.00913427523645034
0.9889497455464816,0.009192442921841645
0.9889188725993256,0.009195865536331602
0.9888880006169342,0.009521077106782561
0.9888571295992771,0.009591440295663101
0.9888262595463241,0.01020805176027951
0.9887953904580453,0.010406607380553493
0.9887645223344105,0.010872043157670399
0.9887336551753895,0.01092526438619172
0.988702788980952,0.010982610073040643
0.988671923751068,0.011014158823265854
0.9886410594857075,0.011171233795235226
0.9886101961848401,0.011248513088049422
0.9885793338484359,0.011290287866544572
0.9885484724764646,0.011405492310716865
0.9885176120688961,0.011427455229649799
0.9884867526257002,0.011499420974096362
0.9884558941468469,0.011756330132666418
0.988425036632306,0.011793017931859356
0.9883941800820474,0.011956705497698662
0.9883633244960408,0.012073429509477436
0.9883324698742564,0.012241564417319065
0.9883016162166637,0.012371110012698146
0.9882707635232327,0.012553050269522529
0.9882399117939333,0.01263673484371624
0.9882090610287355,0.01264592030480877
0.9881782112276091,0.01267897556480996
0.9881473623905238,0.012851359163231515
0.9881165145174496,0.013123391649072327
0.9880856676083565,0.013396107976866186
0.988054821663214,0.013524775144628572
0.9880239766819924,0.01364382921593792
0.9879931326646614,0.013666984959960793
0.9879622896111908,0.013724050417825227
0.9879314475215506,0.013762883287247266
0.9879006063957106,0.014035177209164354
0.9878697662336409,0.014210434959220558
0.9878389270353111,0.014582700513837064
0.9878080888006912,0.014761527899853622
0.9877772515297509,0.01491714795773195
0.9877464152224604,0.015123941731634357
0.9877155798787896,0.015288275847031954
0.987684745498708,0.01532583817727164
0.9876539120821858,0.015351989433272345
0.9876230796291928,0.01540870884902849
0.9875922481396989,0.015412820643553048
0.9875614176136741,0.015430671767961424
0.9875305880510881,0.015450003958480455
0.9874997594519108,0.015450629818308331
0.9874689318161123,0.015574471097530048
0.9874381051436623,0.015928766778112204
0.9874072794345308,0.016011877305052987
0.9873764546886875,0.01608118546838238
0.9873456309061027,0.016096066105552483
0.9873148080867459,0.016128691508869926
0.9872839862305872,0.01634449636669076
0.9872531653375964,0.016402762324033412
0.9872223454077437,0.016477983066469727
0.9871915264409984,0.01651465906696453
0.987160708437331,0.01653452804812815
0.9871298913967111,0.016572826752355836
0.9870990753191087,0.016636518722919446
0.9870682602044937,0.0166388043663858
0.9870374460528359,0.01681449926818198
0.9870066328641053,0.01697182412617729
0.9869758206382718,0.01712503239114471
0.9869450093753054,0.017352318839516476
0.9869141990751759,0.017435417243041745
0.9868833897378532,0.017588435590793698
0.9868525813633072,0.01767045238757252
0.9868217739515078,0.017700939144038284
0.9867909675024252,0.017744711616491132
0.986760162016029,0.018006343690305463
0.9867293574922892,0.018069923186942092
0.9866985539311757,0.0181576353961058
0.9866677513326584,0.01825242698818459
0.9866369496967075,0.01830564821670591
0.9866061490232924,0.018394542653780044
0.9865753493123834,0.01858799428548282
0.9865445505639503,0.01862889691856361
0.9865137527779632,0.018785876141231055
0.9864829559543916,0.018879804804610552
0.986452160093206,0.018883890666439165
0.9864213651943757,0.018955453460713024
0.9863905712578712,0.01911345452553532
0.9863597782836622,0.019173401762373546
0.9863289862717185,0.019453813339991625
0.9862981952220101,0.019521652196907924
0.9862674051345071,0.01953145615320017
0.9862366160091792,0.01959911293436109
0.9862058278459965,0.019621948247833254
0.9861750406449289,0.019677668866578252
0.9861442544059462,0.019720079875394755
0.9861134691290184,0.019751493843212335
0.9860826848141155,0.0198391339467041
0.9860519014612076,0.01993343410003672
