Time_ms,CKA_Before,CKA_After
2.000000000000000000e+02,9.948348718152629777e-01,9.997151792355700728e-01
4.000000000000000000e+02,9.632641417088267932e-01,9.910485805734946529e-01
6.000000000000001137e+02,9.362227862503643694e-01,9.793757025041414099e-01
8.000000000000000000e+02,9.594022127149773871e-01,9.837629400568900229e-01
1.000000000000000000e+03,9.647099110536192512e-01,9.829764552376130116e-01
